timestamp_utc,price_usd_mwh
2025-05-25 08:00:00+00:00,32.28869
2025-05-25 09:00:00+00:00,28.98974
2025-05-25 10:00:00+00:00,28.20666
2025-05-25 11:00:00+00:00,28.11254
2025-05-25 12:00:00+00:00,28.82452
2025-05-25 13:00:00+00:00,19.77232
2025-05-25 14:00:00+00:00,5.82513
2025-05-25 15:00:00+00:00,6.9115
2025-05-25 16:00:00+00:00,4.71932
2025-05-25 17:00:00+00:00,-1.54207
2025-05-25 18:00:00+00:00,-1.39561
2025-05-25 19:00:00+00:00,-3.32818
2025-05-25 20:00:00+00:00,-3.21165
2025-05-25 21:00:00+00:00,-1.62616
2025-05-25 22:00:00+00:00,0.32751
2025-05-25 23:00:00+00:00,3.35474
2025-05-26 00:00:00+00:00,17.62577
2025-05-26 01:00:00+00:00,23.45309
2025-05-26 02:00:00+00:00,30.67264
2025-05-26 03:00:00+00:00,30.14179
2025-05-26 04:00:00+00:00,27.77906
2025-05-26 05:00:00+00:00,26.66099
2025-05-26 06:00:00+00:00,26.45935
2025-05-26 07:00:00+00:00,29.36009
2025-05-26 08:00:00+00:00,26.74651
2025-05-26 09:00:00+00:00,26.0
2025-05-26 10:00:00+00:00,25.05204
2025-05-26 11:00:00+00:00,25.34042
